2015-06-22 15:13:11,959 [6] INFO  Umbraco.Core.CoreBootManager - [T1/D2] Umbraco application starting
2015-06-22 15:13:12,076 [6] INFO  Umbraco.Core.PluginManager - [T1/D2] Determining hash of code files on disk
2015-06-22 15:13:12,091 [6] INFO  Umbraco.Core.PluginManager - [T1/D2] Hash determined (took 13ms)
2015-06-22 15:13:12,119 [6] INFO  Umbraco.Core.PluginManager - [T1/D2] Starting resolution types of umbraco.interfaces.IApplicationStartupHandler
2015-06-22 15:13:12,188 [6] INFO  Umbraco.Core.PluginManager - [T1/D2] Completed resolution of types of umbraco.interfaces.IApplicationStartupHandler, found 37 (took 67ms)
2015-06-22 15:13:12,386 [6] INFO  Umbraco.Core.PluginManager - [T1/D2] Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter
2015-06-22 15:13:12,388 [6] INFO  Umbraco.Core.PluginManager - [T1/D2] Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter, found 0 (took 2ms)
2015-06-22 15:13:12,389 [6] INFO  Umbraco.Core.PluginManager - [T1/D2] Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyValueConverter
2015-06-22 15:13:12,392 [6] INFO  Umbraco.Core.PluginManager - [T1/D2] Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyValueConverter, found 16 (took 2ms)
2015-06-22 15:13:12,429 [6] INFO  Umbraco.Core.PluginManager - [T1/D2] Starting resolution types of Umbraco.Web.Mvc.SurfaceController
2015-06-22 15:13:12,431 [6] INFO  Umbraco.Core.PluginManager - [T1/D2] Completed resolution of types of Umbraco.Web.Mvc.SurfaceController, found 4 (took 1ms)
2015-06-22 15:13:12,431 [6] INFO  Umbraco.Core.PluginManager - [T1/D2] Starting resolution types of Umbraco.Web.WebApi.UmbracoApiController
2015-06-22 15:13:12,436 [6] INFO  Umbraco.Core.PluginManager - [T1/D2] Completed resolution of types of Umbraco.Web.WebApi.UmbracoApiController, found 35 (took 5ms)
2015-06-22 15:13:12,573 [6] INFO  Umbraco.Core.PluginManager - [T1/D2] Starting resolution types of Umbraco.Core.Media.IThumbnailProvider
2015-06-22 15:13:12,574 [6] INFO  Umbraco.Core.PluginManager - [T1/D2] Completed resolution of types of Umbraco.Core.Media.IThumbnailProvider, found 3 (took 1ms)
2015-06-22 15:13:12,575 [6] INFO  Umbraco.Core.PluginManager - [T1/D2] Starting resolution types of Umbraco.Core.Media.IImageUrlProvider
2015-06-22 15:13:12,576 [6] INFO  Umbraco.Core.PluginManager - [T1/D2] Completed resolution of types of Umbraco.Core.Media.IImageUrlProvider, found 1 (took 1ms)
2015-06-22 15:13:13,982 [6] INFO  Umbraco.Web.Search.ExamineEvents - [T1/D2] Initializing Examine and binding to business logic events
2015-06-22 15:13:14,185 [6] INFO  Umbraco.Web.Search.ExamineEvents - [T1/D2] Adding examine event handlers for index providers: 3
2015-06-22 15:13:14,204 [6] INFO  Umbraco.Core.CoreBootManager - [T1/D2] Umbraco application startup complete (took 2231ms)
2015-06-22 15:13:17,581 [6] INFO  Umbraco.Web.UmbracoModule - [T7/D2] Setting OriginalRequestUrl: localhost:10321/umbraco
2015-06-22 15:13:28,296 [6] INFO  umbraco.content - [T8/D2] Load Xml from file...
2015-06-22 15:13:28,304 [6] INFO  umbraco.content - [T8/D2] Loaded Xml from file.
2015-06-22 15:13:28,470 [6] INFO  Umbraco.Core.PluginManager - [T8/D2] Starting resolution types of Umbraco.Core.Persistence.Mappers.BaseMapper
2015-06-22 15:13:28,471 [6] INFO  Umbraco.Core.PluginManager - [T8/D2] Completed resolution of types of Umbraco.Core.Persistence.Mappers.BaseMapper, found 23 (took 1ms)
2015-06-22 15:13:29,423 [6] INFO  Umbraco.Core.PluginManager - [T8/D2] Starting resolution types of Umbraco.Core.PropertyEditors.IParameterEditor
2015-06-22 15:13:29,424 [6] INFO  Umbraco.Core.PluginManager - [T8/D2] Completed resolution of types of Umbraco.Core.PropertyEditors.IParameterEditor, found 44 (took 1ms)
2015-06-22 15:13:30,508 [6] INFO  Umbraco.Core.PluginManager - [T8/D2] Starting resolution types of umbraco.cms.businesslogic.macro.IMacroEngine
2015-06-22 15:13:30,509 [6] INFO  Umbraco.Core.PluginManager - [T8/D2] Completed resolution of types of umbraco.cms.businesslogic.macro.IMacroEngine, found 2 (took 0ms)
2015-06-22 15:14:32,006 [6] INFO  umbraco.BusinessLogic.Log - [T10/D2] Log scrubbed.  Removed all items older than 2015-04-23 15:14:31
2015-06-22 15:32:40,356 [6] INFO  Umbraco.Core.Security.UmbracoMembershipProviderBase - [T46/D2] Login attempt succeeded for username yananfun@outlook.com from IP address ::1
2015-06-22 15:32:40,415 [6] INFO  Umbraco.Web.Security.WebSecurity - [T46/D2] User Id: 0 logged in
2015-06-22 15:32:40,922 [6] INFO  Umbraco.Core.PluginManager - [T50/D2] Starting resolution types of Umbraco.Web.Trees.TreeController
2015-06-22 15:32:40,924 [6] INFO  Umbraco.Core.PluginManager - [T50/D2] Completed resolution of types of Umbraco.Web.Trees.TreeController, found 4 (took 2ms)
2015-06-22 15:32:41,213 [6] INFO  Umbraco.Core.PluginManager - [T45/D2] Starting resolution types of umbraco.interfaces.ITree
2015-06-22 15:32:41,215 [6] INFO  Umbraco.Core.PluginManager - [T45/D2] Completed resolution of types of umbraco.interfaces.ITree, found 35 (took 1ms)
2015-06-22 15:32:41,303 [6] INFO  Umbraco.Core.PluginManager - [T45/D2] Starting resolution types of Umbraco.Web.Trees.TreeController
